102 734 2
900 205 4
11 718 5
269 59 4
117 184 3
638 405 3
384 302 5
327 11 4
815 318 5
119 544 2
44 185 4
913 260 1
588 294 4
249 300 4
291 1209 1
458 237 4
199 285 4
291 366 3
425 343 3
270 370 5
380 425 4
486 222 3
736 294 3
882 1444 4
699 456 1
548 458 3
268 569 3
543 397 3
797 257 5
373 655 5
181 881 1
474 70 4
716 630 4
158 173 5
321 485 4
882 476 3
184 25 4
263 357 5
30 2 3
898 748 4
510 326 4
327 603 4
934 50 5
230 234 4
731 1086 1
749 66 3
399 597 3
24 92 5
919 794 4
848 498 5
942 323 3
916 214 3
474 76 4
909 682 3
344 237 3
432 546 3
736 324 3
427 989 5
277 286 5
618 127 5
586 181 4
891 591 4
135 98 5
158 576 4
305 171 5
249 93 4
592 269 4
336 88 2
527 9 5
59 265 4
630 222 4
267 789 5
615 208 4
13 903 3
417 515 4
567 83 4
704 493 4
416 11 4
382 756 3
676 962 4
13 209 3
463 150 2
472 365 4
741 435 4
823 204 4
902 993 3
868 150 5
272 1101 5
632 404 5
94 91 5
308 230 4
295 951 5
551 411 1
215 216 4
730 257 5
189 1020 4
642 412 2
757 173 4
867 156 5
887 8 4
49 13 3
673 268 1
486 1079 2
935 274 5
497 578 4
405 520 2
655 1322 2
909 744 3
925 682 4
843 563 2
280 204 3
330 385 5
327 33 3
62 21 3
10 137 4
378 86 4
772 272 5
663 121 4
514 137 3
496 378 1
442 738 3
582 3 3
585 1485 3
386 323 4
405 423 5
603 229 4
276 94 2
95 449 3
733 1023 1
197 750 5
862 205 4
70 338 2
407 230 4
939 546 4
151 171 5
135 33 3
363 5 1
270 727 5
665 98 4
629 69 5
497 300 3
565 1396 5
862 7 5
870 268 3
868 501 3
200 451 4
152 660 5
640 568 4
198 428 4
244 88 4
181 767 1
126 878 5
174 1074 4
111 304 4
201 676 2
665 1283 3
459 411 2
154 302 4
308 1073 3
378 403 4
113 294 4
567 636 4
554 273 3
54 1 4
919 287 4
588 326 4
152 284 5
156 528 4
773 1555 4
695 323 2
760 739 4
863 286 5
595 678 1
393 431 2
346 79 5
756 50 4
308 684 3
711 729 3
361 60 4
340 204 4
924 849 3
486 328 2
58 546 2
416 246 4
642 1066 3
214 340 3
630 25 2
717 299 4
879 597 2
592 854 5
83 929 3
344 588 5
180 56 5
1 257 4
838 22 4
13 299 3
592 122 4
870 332 2
497 399 4
436 161 4
417 550 3
428 329 3
878 286 4
429 392 3
758 387 2
642 966 5
664 715 3
252 286 5
87 435 5
535 16 4
393 222 4
857 20 3
378 269 4
142 55 2
405 1055 3
378 62 4
177 960 3
638 554 3
26 471 2
526 346 3
322 591 3
283 175 4
193 826 2
645 28 4
665 172 4
746 233 4
721 1296 3
276 1090 1
475 100 5
535 478 5
426 511 4
123 242 5
650 581 2
386 50 4
21 298 5
346 7 2
483 612 3
931 258 3
92 758 1
606 928 4
201 231 2
537 279 2
90 268 4
564 292 4
862 111 5
487 144 5
817 273 5
313 385 4
416 1011 4
372 872 4
1 15 5
534 455 5
682 1093 3
158 70 4
14 7 5
280 167 4
296 923 5
770 301 4
398 97 4
679 588 3
406 13 2
184 272 4
345 298 5
43 742 5
218 648 4
492 124 4
622 226 4
402 1101 4
804 144 4
497 559 4
417 582 3
496 1133 3
181 846 3
222 164 4
753 750 2
201 403 3
233 191 4
303 191 5
23 427 5
529 309 3
174 40 4
303 111 3
537 682 1
798 949 3
682 128 4
707 251 5
234 164 3
279 659 5
181 277 1
761 295 4
189 520 5
756 1274 2
242 275 5
293 258 3
62 473 4
910 210 4
619 281 4
59 564 2
875 512 5
181 813 2
903 461 3
351 258 5
289 24 4
665 471 3
76 182 4
406 148 3
572 476 4
98 988 1
102 208 4
429 412 4
614 279 3
682 47 1
18 236 3
159 130 1
753 294 5
144 751 4
717 293 5
354 855 4
532 1415 2
171 344 3
932 153 4
504 96 4
722 111 3
378 143 4
59 161 3
464 709 5
881 50 3
527 956 4
798 204 4
291 1210 4
943 55 5
601 419 4
592 735 5
13 679 4
405 169 1
488 418 3
409 609 3
690 581 2
145 412 4
64 222 4
279 158 3
334 238 4
374 124 3
374 118 5
380 109 2
43 7 4
798 1544 3
54 406 2
532 153 4
712 90 3
280 736 2
173 302 5
479 226 3
222 395 1
141 871 3
524 679 2
897 501 5
1 213 2
536 501 3
451 269 2
43 731 4
217 566 4
181 866 1
168 284 2
881 748 3
280 235 5
566 1065 5
753 347 2
555 285 5
26 678 2
179 346 3
727 755 2
896 710 4
650 7 4
615 988 1
690 237 4
897 290 4
267 771 3
254 186 3
299 998 2
416 197 5
64 52 3
860 339 3
697 595 4
668 137 3
896 68 3
184 155 3
629 340 2
276 355 3
749 254 2
456 150 4
318 476 4
878 136 4
294 826 1
450 194 5
22 636 3
193 24 2
786 692 4
747 461 5
299 634 2
524 286 5
318 182 4
721 77 5
733 276 5
373 658 4
588 810 4
532 354 4
537 463 3
931 297 4
506 665 2
293 655 3
907 123 4
854 1047 1
405 431 3
269 15 2
167 465 5
158 866 2
174 662 5
393 1181 3
466 315 5
82 1128 1
916 640 4
766 135 4
254 136 4
844 174 4
729 690 2
286 721 3
886 29 1
311 562 3
696 347 1
747 584 5
750 300 3
848 195 3
918 161 1
801 681 1
472 755 4
49 143 3
146 331 5
405 51 1
931 250 2
11 732 3
94 1206 3
409 48 2
181 477 1
402 116 3
85 216 3
738 603 5
236 66 2
174 781 4
308 92 4
286 1182 2
234 499 4
559 1141 2
752 322 1
642 166 5
601 660 3
585 919 2
805 214 2
268 233 3
299 154 4
561 959 3
363 128 5
85 1075 3
424 276 2
913 82 3
583 663 4
919 93 5
498 558 4
936 898 1
42 228 4
233 56 5
71 89 5
399 1459 3
684 763 2
2 289 3
326 449 3
665 191 3
87 801 3
85 161 4
902 879 4
334 276 4
262 111 4
128 276 4
683 288 3
608 462 4
727 444 2
634 1067 4
877 566 4
610 70 4
262 338 4
155 300 2
13 716 4
18 15 4
334 319 3
314 332 5
711 549 4
153 322 3
848 739 5
633 172 3
252 149 5
291 977 2
758 159 3
158 232 3
303 411 4
327 403 3
201 1355 1
894 212 5
550 259 2
506 231 3
808 312 3
472 826 3
566 89 4
882 132 5
862 265 5
705 143 3
757 343 3
363 350 1
738 211 3
892 186 3
624 245 3
660 435 4
311 751 3
244 26 5
378 566 3
643 150 5
213 511 4
606 637 3
655 117 2
437 614 5
532 164 5
514 430 4
801 354 4
880 986 3
792 282 3
661 31 3
650 483 5
296 705 5
232 209 3
697 591 4
642 72 4
908 483 4
560 1160 3
549 1 5
376 275 5
293 366 2
446 690 2
125 116 4
334 197 4
79 515 5
527 143 2
894 753 5
234 980 2
865 455 4
533 210 5
182 596 5
222 181 4
919 238 3
436 73 4
307 1 5
90 185 5
99 682 2
184 71 4
234 357 4
18 97 4
129 327 3
871 181 3
553 611 5
417 715 2
568 30 4
312 179 5
10 286 4
487 732 5
399 182 4
198 195 3
641 209 4
786 180 4
18 42 3
18 382 3
63 1137 5
23 171 5
435 167 3
328 22 5
631 334 2
193 412 3
721 284 4
805 168 5
346 375 1
72 461 3
22 791 1
1 33 4
864 559 4
333 98 4
396 751 3
95 463 5
429 671 3
397 457 1
233 50 3
399 229 2
460 14 5
938 343 4
759 275 4
152 401 3
11 277 5
492 285 4
619 56 3
325 510 4
862 24 4
659 604 4
336 1011 2
903 186 5
114 98 4
450 345 2
597 275 4
927 403 4
58 181 3
36 307 4
409 523 4
290 385 4
457 223 5
43 316 5
479 281 3
918 660 4
666 28 3
14 514 4
641 50 3
586 672 2
411 720 3
815 432 5
82 483 5
115 7 5
500 161 2
800 405 4
240 301 5
13 559 1
521 597 2
193 1 4
916 844 3
318 697 5
179 750 1
763 69 4
207 88 2
787 750 5
601 201 5
298 121 4
618 133 4
653 82 4
910 137 3
10 176 4
468 294 3
351 312 5
1 113 5
586 161 5
63 276 4
437 70 3
711 51 4
390 690 3
579 528 4
334 746 3
271 312 2
198 367 3
357 841 3
758 152 5
450 659 5
216 276 4
871 435 3
871 359 3
83 235 1
835 654 5
768 744 3
198 132 4
174 407 1
457 356 4
347 294 1
233 423 4
222 550 3
280 77 3
861 462 4
227 126 4
224 678 3
361 47 4
741 121 2
95 2 2
373 427 4
456 23 4
394 28 4
99 367 4
33 329 4
907 485 5
292 264 3
865 501 1
90 187 4
11 508 4
655 1375 3
347 276 3
480 483 3
92 46 4
57 546 4
248 117 5
116 640 3
406 357 4
117 313 5
197 690 3
344 124 5
401 275 4
639 381 2
447 582 4
714 284 3
758 605 3
654 114 5
267 364 2
853 322 3
715 175 3
83 265 5
22 665 1
701 690 4
495 674 3
887 65 5
42 151 4
811 901 4
13 749 3
321 631 4
276 691 4
887 633 5
189 815 3
334 1426 4
840 127 4
7 605 4
629 732 5
716 204 5
555 318 4
109 191 4
393 31 4
343 530 5
527 878 1
600 89 5
373 174 4
923 333 5
82 671 1
501 741 5
682 716 2
716 507 5
537 435 3
332 56 5
6 237 2
406 1147 4
184 1020 4
682 586 1
425 1314 3
533 182 3
399 226 3
889 952 3
592 23 5
235 1193 4
850 132 5
771 652 4
152 1028 5
463 93 4
617 132 1
568 423 4
676 315 4
869 276 4
943 23 4
868 233 2
419 604 5
200 313 5
228 690 5
899 658 2
892 1285 4
714 291 3
757 101 4
90 215 2
731 215 5
411 89 3
603 294 4
666 546 4
868 237 1
569 14 4
85 1166 4
454 69 4
518 696 5
451 682 4
407 7 4
868 164 2
25 404 3
406 1202 3
645 61 5
51 485 1
561 652 5
145 688 4
543 197 4
701 127 4
1 114 5
854 125 3
889 165 3
543 684 4
145 925 4
299 1119 4
747 596 5
336 15 4
756 79 4
323 298 4
782 361 3
385 498 3
343 334 5
601 864 1
474 468 4
299 91 4
298 333 5
305 751 3
786 484 4
95 515 5
894 318 5
178 235 1
405 768 3
942 969 4
347 235 2
199 258 4
660 215 3
233 58 3
943 187 5
95 419 4
432 237 5
847 66 3
781 210 4
389 836 4
254 97 5
709 1059 5
477 88 5
877 222 2
495 56 5
305 239 3
938 926 3
223 143 4
389 87 5
5 454 1
87 321 2
543 855 4
823 68 3
126 245 3
160 762 3
145 554 3
527 640 4
896 358 1
81 111 3
401 511 2
391 48 4
213 56 5
567 59 5
348 409 4
159 476 5
707 224 4
378 896 4
486 251 5
58 405 2
451 749 3
557 96 5
510 313 5
903 302 4
599 111 5
189 381 3
900 288 2
138 603 4
834 258 4
527 59 5
459 282 3
871 56 5
927 82 2
763 222 5
825 1034 4
886 833 5
842 324 4
815 660 4
327 92 4
218 203 4
919 315 3
602 457 3
830 204 3
606 50 5
664 692 3
290 1013 2
269 1014 3
43 382 5
201 568 3
514 194 4
399 188 4
343 3 4
198 385 3
472 393 3
630 930 3
693 157 4
11 742 3
524 184 1
295 561 5
26 291 3
379 210 4
601 949 2
256 1061 4
924 71 5
91 289 4
151 114 5
766 208 5
203 993 3
796 188 2
198 690 3
56 596 4
18 692 3
795 152 4
919 328 2
318 750 4
115 121 3
325 511 4
66 257 3
898 242 4
498 288 3
99 763 5
417 118 4
709 231 3
682 122 3
923 827 3
311 566 4
158 414 4
621 386 3
157 250 1
894 1592 4
44 443 5
257 324 5
7 401 4
109 845 4
496 133 5
5 381 1
929 185 5
578 288 3
417 210 3
23 433 5
882 101 3
43 705 4
122 1045 4
460 676 4
403 258 4
792 25 2
318 63 3
543 202 4
788 483 5
467 302 4
943 763 4
451 874 4
422 370 2
536 180 4
286 1079 3
450 499 5
921 659 5
223 1234 3
104 411 1
271 211 5
38 328 4
787 938 3
221 17 4
795 1413 3
488 193 3
457 458 3
770 258 5
92 12 5
234 1172 3
389 50 5
579 1446 2
139 460 3
263 318 5
10 127 5
275 304 3
751 487 5
648 164 4
378 284 3
312 855 5
304 237 5
340 95 5
705 118 4
164 984 4
593 210 2
618 720 3
233 99 3
31 271 4
804 632 3
177 42 4
561 42 3
805 95 3
449 475 5
62 64 4
460 322 3
870 1098 4
922 127 3
385 253 3
682 393 4
308 107 4
847 501 3
389 662 3
751 497 4
160 15 2
487 550 3
864 195 4
405 209 3
648 566 4
217 181 1
551 84 1
183 356 3
144 170 4
301 56 4
840 137 5
301 105 3
682 977 3
805 866 1
59 229 3
773 730 3
867 603 5
716 194 5
749 180 4
347 472 5
456 79 3
454 724 3
295 588 4
489 881 2
711 121 1
246 748 1
781 64 4
222 378 1
538 174 4
428 988 1
466 176 4
139 508 4
893 759 3
804 504 3
124 154 5
72 520 5
416 226 4
595 928 3
707 1168 3
627 174 3
13 848 5
417 588 3
25 8 4
269 121 1
216 215 5
743 258 5
653 214 3
326 1231 3
311 720 3
846 1220 2
60 207 3
251 111 3
48 661 5
360 1 3
433 194 5
472 411 4
328 623 3
685 325 3
291 174 5
763 275 5
178 483 4
702 227 4
301 866 4
410 886 2
943 412 2
321 205 5
354 489 4
650 423 3
115 466 5
119 70 3
738 154 3
25 692 4
878 82 3
846 751 5
917 9 5
295 208 5
184 411 3
716 708 4
640 186 5
303 541 3
60 404 3
896 387 2
293 546 1
672 321 4
880 368 1
727 312 3
741 367 2
348 368 3
881 304 3
682 761 4
758 163 5
145 22 5
618 214 2
889 511 4
561 678 2
700 144 4
585 1121 4
37 288 4
901 56 1
474 178 4
504 214 4
229 882 4
301 742 4
749 94 5
621 233 3
416 614 5
525 118 3
405 1409 1
940 70 3
262 179 4
434 628 1
10 483 5
890 516 2
184 512 4
496 156 3
617 1187 3
159 628 3
276 77 3
823 94 2
42 176 3
16 427 5
92 582 5
130 578 5
8 686 3
911 153 5
378 629 5
296 238 4
407 147 4
561 17 2
251 978 2
555 118 4
747 423 5
552 1 3
645 653 5
889 279 2
181 109 1
934 70 4
220 682 4
478 160 2
889 357 4
889 603 4
707 15 4
59 382 4
486 9 5
346 546 4
458 204 4
430 127 4
889 137 4
328 182 2
521 13 2
835 660 4
144 284 3
387 385 3
311 188 4
886 15 3
184 508 4
90 1086 4
486 13 4
352 98 5
256 66 4
579 676 3
907 98 5
276 23 5
197 161 4
303 1258 2
94 475 5
731 97 5
280 323 2
551 143 4
892 49 4
913 95 4
339 79 4
339 130 4
916 276 4
56 194 5
136 237 4
7 550 4
323 79 4
770 410 4
6 539 2
480 347 3
373 275 5
921 230 3
15 243 1
393 588 4
38 95 5
363 7 3
549 411 3
391 215 4
647 357 5
897 651 3
597 127 4
488 692 4
658 1079 2
416 238 4
383 736 5
425 39 4
828 382 3
591 191 5
232 493 4
533 236 4
607 311 4
846 317 3
791 306 5
45 1061 2
588 716 5
327 56 2
378 82 4
881 25 3
893 845 3
267 715 4
308 928 4
504 939 4
484 204 5
652 245 4
346 1232 1
870 378 3
914 739 2
865 597 1
186 405 3
648 68 1
116 11 5
910 174 5
840 505 5
56 97 3
37 7 4
651 286 4
1 10 3
927 422 4
756 117 4
168 748 2
346 291 5
249 179 5
301 686 4
236 151 2
13 176 3
523 514 4
94 809 2
394 151 5
1 88 4
782 1611 3
179 340 4
92 313 5
373 117 4
178 117 4
704 136 4
937 237 4
719 660 5
749 140 3
578 324 1
792 24 3
301 758 3
276 739 2
210 65 4
796 278 4
435 381 4
457 98 5
363 735 3
881 132 3
151 274 5
18 430 4
370 42 3
847 663 2
654 969 5
293 193 3
655 645 3
658 129 3
279 789 4
937 255 3
540 1226 4
329 258 3
94 68 4
235 429 4
882 227 4
655 26 3
826 258 4
11 729 4
232 250 4
454 71 3
405 89 1
661 684 3
804 98 5
450 373 3
887 931 3
642 411 5
66 877 1
325 197 4
805 550 3
843 209 3
53 118 4
504 676 4
484 300 4
454 121 4
291 294 5
585 529 3
554 229 3
450 281 4
642 369 2
59 736 5
632 173 5
293 111 2
554 732 4
151 505 5
435 637 4
774 679 5
62 1136 3
714 685 4
94 96 3
932 213 3
274 405 4
299 577 3
312 515 5
528 56 3
808 245 4
377 268 3
454 124 4
455 288 2
894 935 3
621 79 5
870 699 3
690 239 2
275 230 3
286 1075 5
699 495 3
151 194 4
275 210 4
160 168 4
118 844 5
391 924 2
757 161 3
130 132 5
565 179 5
331 223 4
70 264 4
673 12 4
363 1228 2
771 275 5
738 196 4
655 1106 2
933 238 2
223 930 2
840 642 4
200 294 4
9 286 5
846 723 2
23 449 2
429 65 3
223 286 1
269 179 4
715 955 4
687 879 3
618 1163 2
70 300 4
494 357 5
151 286 5
934 650 4
328 301 2
263 1126 5
276 157 5
847 417 2
589 339 5
75 56 5
655 155 4
932 576 2
314 722 1
749 620 4
619 273 4
484 25 3
435 1133 2
374 280 3
292 150 4
378 133 5
177 651 3
551 1419 1
291 1244 4
523 516 5
557 197 5
195 413 3
203 628 4
293 426 1
705 99 3
329 124 5
749 595 4
492 212 3
595 240 3
793 1142 5
304 300 5
621 940 3
92 370 1
263 168 5
892 1 5
916 475 4
655 647 3
749 444 2
894 223 4
18 95 4
719 214 2
618 692 4
330 527 3
419 28 3
250 676 5
328 270 2
912 197 5
592 547 4
671 838 3
588 559 5
532 690 4
780 662 5
870 466 4
325 961 4
628 938 5
214 482 4
760 451 5
293 3 2
806 192 4
721 938 3
624 473 3
595 289 4
459 969 3
542 427 5
664 328 3
912 602 5
529 689 2
619 750 3
670 191 4
503 739 1
551 217 1
85 508 2
38 451 5
746 2 3
897 485 3
366 447 5
102 11 3
469 530 5
833 357 4
244 214 5
901 578 3
625 655 3
62 81 4
580 15 3
314 743 1
796 480 4
59 187 5
577 4 4
722 310 4
168 924 2
606 151 5
537 88 2
899 367 4
137 289 3
429 1089 2
166 687 1
405 777 1
504 807 4
287 652 4
145 637 3
669 357 4
99 92 4
449 1005 5
271 963 5
7 391 3
727 183 3
798 740 2
363 4 5
13 226 4
328 684 5
311 761 3
373 480 3
532 477 4
6 174 4
854 1226 4
686 181 4
280 765 4
758 197 3
613 607 4
376 289 3
399 157 3
115 185 5
506 261 3
429 500 1
187 659 5
58 200 3
642 404 3
301 318 5
637 291 4
893 471 4
567 511 2
758 411 4
552 932 3
653 1042 2
280 140 4
498 1286 3
893 118 4
308 583 4
847 1400 5
896 71 5
124 96 4
639 971 4
325 640 3
356 331 3
500 554 3
565 166 4
339 161 3
279 558 4
417 96 3
269 504 4
920 302 4
85 432 4
710 419 4
587 289 3
846 1044 4
469 855 4
548 619 3
379 686 4
595 288 3
303 90 4
889 240 3
293 147 2
774 238 5
208 88 5
521 208 3
76 7 4
487 748 4
91 210 5
304 343 3
327 451 4
727 423 3
792 21 3
889 91 4
387 117 3
59 193 4
589 749 3
305 300 3
264 201 5
90 863 4
214 307 3
521 550 3
728 322 4
332 820 4
886 589 3
864 972 2
26 271 3
851 258 4
336 117 3
357 294 4
428 305 3
253 300 4
518 1114 2
904 535 3
82 133 4
181 875 3
870 658 4
533 237 2
110 939 4
350 515 5
487 789 4
630 477 4
87 849 5
434 546 5
484 28 5
92 234 4
312 189 5
156 77 2
279 382 4
588 584 3
263 143 5
741 151 3
642 686 5
804 31 4
903 412 2
537 20 3
158 116 5
374 38 4
291 393 3
394 174 5
747 4 4
557 887 3
308 122 4
363 760 1
471 422 5
630 71 3
521 291 1
306 303 3
454 633 2
56 235 1
78 269 3
899 474 3
541 1091 3
450 187 5
130 752 5
200 768 4
655 204 3
290 926 3
76 23 5
199 242 5
194 181 3
303 1037 3
843 380 3
158 117 3
394 405 3
846 542 3
354 149 5
95 1217 3
303 153 5
181 323 2
537 792 3
311 318 5
764 1152 3
535 514 5
881 322 4
325 271 3
83 322 3
606 197 3
181 976 1
912 238 4
141 1028 4
594 286 3
444 748 1
605 930 2
892 157 5
653 482 2
645 50 4
288 134 2
94 684 4
10 50 5
903 52 3
860 344 3
758 955 2
564 289 4
880 790 3
255 826 1
537 25 2
524 52 4
12 4 5
268 727 2
630 15 3
932 607 4
307 433 5
532 763 5
226 408 5
648 436 5
274 208 4
215 202 4
207 529 4
901 402 4
620 28 4
881 117 5
637 411 1
740 289 4
729 683 2
294 1067 4
635 237 3
316 172 1
206 1430 1
128 478 5
411 276 3
62 1135 2
117 928 3
241 302 3
416 41 3
798 1425 4
119 826 4
854 121 1
92 386 3
659 482 4
419 212 1
313 661 4
828 921 4
932 661 5
916 369 2
767 478 4
291 21 2
823 419 4
618 521 2
693 333 3
795 710 3
138 238 5
138 111 4
354 716 3
875 357 5
870 559 2
201 200 5
853 271 3
314 1469 4
311 161 4
733 284 2
13 216 3
823 217 3
328 281 4
110 82 4
643 631 3
343 20 5
486 995 4
415 180 5
805 1118 5
311 31 4
479 95 4
825 25 4
921 763 3
119 50 5
99 107 3
68 178 5
770 300 5
833 161 1
56 70 4
675 347 4
486 831 3
405 559 5
887 7 4
856 294 4
94 215 4
868 207 3
262 252 3
927 38 5
299 17 1
226 150 4
305 512 4
186 225 4
60 419 3
669 181 5
756 1652 1
727 680 3
710 79 4
42 692 4
275 186 3
67 123 4
466 117 5
189 479 5
897 55 3
796 391 4
11 727 3
470 293 4
56 1090 3
52 204 4
201 173 3
686 208 5
312 692 4
274 685 5
180 372 5
267 294 3
894 117 3
154 642 3
459 15 4
566 388 3
6 481 5
218 173 3
280 755 2
714 252 3
709 470 3
437 629 3
7 567 1
373 259 5
328 699 4
52 237 4
661 751 4
804 428 3
62 676 3
394 250 4
610 735 3
625 191 3
16 178 5
846 91 4
151 945 5
346 550 4
280 286 4
868 474 4
514 425 5
694 22 5
276 634 4
916 820 2
896 180 5
919 742 4
838 568 4
40 259 2
536 222 4
882 988 5
633 581 3
686 182 5
592 603 5
455 117 3
16 216 5
804 100 5
927 755 5
336 401 1
463 362 1
145 769 2
13 11 1
59 479 5
629 309 3
563 692 5
341 1527 4
405 1168 1
524 1456 3
125 474 3
271 1028 2
896 186 4
59 147 5
523 533 4
393 418 3
805 89 4
653 520 3
151 170 5
352 175 1
244 249 4
399 328 4
280 100 3
921 762 2
610 172 4
622 480 4
378 744 3
334 22 4
58 116 5
345 81 4
480 79 4
269 177 5
551 415 4
161 127 3
241 268 4
500 930 3
190 288 5
343 274 3
642 949 1
201 129 4
623 274 4
10 470 4
486 919 3
505 77 3
819 345 4
514 257 4
666 12 4
379 199 4
449 1404 5
793 1067 4
246 570 1
313 820 2
216 1101 4
197 751 3
693 172 3
399 383 2
378 875 3
916 679 3
840 582 5
145 200 4
218 657 5
655 60 3
479 111 4
773 61 5
345 191 5
249 125 3
216 93 4
200 580 2
363 673 2
699 1143 3
839 257 3
15 331 3
514 15 4
215 194 4
56 386 3
868 56 3
768 762 1
563 401 4
654 255 2
378 202 3
805 173 4
645 208 5
556 327 5
506 463 3
645 92 3
178 1119 4
883 896 5
109 178 3
101 1047 2
666 162 4
864 628 4
378 381 4
338 523 3
405 426 1
506 44 4
915 750 4
381 14 5
323 1048 3
921 222 5
405 5 4
313 735 3
642 812 4
916 480 4
13 603 4
183 250 2
328 79 4
323 875 3
361 443 3
361 173 5
504 1147 4
551 751 4
603 227 3
875 32 5
271 131 4
833 401 2
903 11 2
854 1013 1
627 215 1
703 322 3
493 284 4
394 202 5
932 170 4
490 255 1
435 684 4
788 55 4
766 503 3
603 100 4
615 187 5
297 272 5
487 174 5
6 517 4
498 275 3
28 227 4
219 4 4
666 1266 5
206 1433 1
334 582 5
731 945 4
881 227 4
389 98 4
106 435 3
132 1154 3
592 763 5
365 150 5
305 197 2
276 317 4
757 939 4
122 1074 4
744 238 4
458 147 2
101 546 4
497 771 4
410 289 1
733 1047 2
764 356 4
262 699 5
168 1028 2
924 632 4
821 509 5
327 732 1
95 202 4
543 22 3
796 662 5
130 248 3
25 969 3
254 132 4
141 282 5
340 50 4
322 507 4
716 1203 2
297 234 3
515 315 4
276 161 3
839 277 2
495 416 5
402 696 4
394 7 5
130 1275 5
235 344 5
665 566 2
279 482 4
434 283 3
164 717 3
807 28 4
385 383 1
319 307 4
216 4 5
85 27 4
224 1381 3
228 427 4
110 22 4
577 237 4
893 405 5
880 824 4
469 610 4
665 833 3
181 120 1
630 988 2
568 127 4
72 82 3
287 1016 5
561 544 2
501 829 3
697 305 5
378 210 4
514 210 5
186 237 2
92 1213 2
707 739 2
160 483 5
920 301 2
854 475 4
660 419 2
551 4 2
429 479 4
649 282 4
595 109 2
432 410 4
344 202 4
880 117 4
389 8 4
533 31 3
922 579 3
417 90 3
540 762 4
533 281 4
881 596 3
106 778 4
185 114 4
379 516 4
708 289 4
216 95 3
466 173 3
913 408 5
354 1197 3
181 14 1
396 841 4
851 264 2
421 197 3
554 28 4
279 1110 3
765 50 2
70 24 4
943 184 5
537 1006 2
6 156 3
5 457 1
413 25 3
303 300 1
549 24 3
588 1411 1
1 140 1
645 772 3
328 915 3
222 627 3
7 180 5
183 1215 1
830 233 3
5 95 4
864 318 5
445 818 1
395 231 4
266 285 4
536 95 5
286 739 3
622 742 3
177 343 3
164 930 4
407 785 3
521 1240 3
524 1268 3
916 227 3
376 14 4
13 780 1
